time,RHip:X,RHip:Y,RHip:Z,RKnee:X,RKnee:Y,RKnee:Z,RAnkle:X,RAnkle:Y,RAnkle:Z,RFoot:X,RFoot:Y,RFoot:Z,LHip:X,LHip:Y,LHip:Z,LKnee:X,LKnee:Y,LKnee:Z,LAnkle:X,LAnkle:Y,LAnkle:Z,LFoot:X,LFoot:Y,LFoot:Z,Neck:X,Neck:Y,Neck:Z,Head:X,Head:Y,Head:Z,LShoulder:X,LShoulder:Y,LShoulder:Z,LElbow:X,LElbow:Y,LElbow:Z,LWrist:X,LWrist:Y,LWrist:Z,RShoulder:X,RShoulder:Y,RShoulder:Z,RElbow:X,RElbow:Y,RElbow:Z,RWrist:X,RWrist:Y,RWrist:Z
-0.008924838,-0.138851,0.06811798,1.012597,-0.1565571,0.0921532,0.5345243,-0.1820788,0.1791593,0.07289428,-0.206725,0.03025245,0.04739647,0.11427,0.05994164,0.9807714,0.1420445,0.06505027,0.4943375,0.1826828,0.1643815,0.0425366,0.1888779,0.01722317,0.03550242,0.009114948,0.0651043,1.48651,0.001043051,0.01662632,1.613573,0.1848753,0.1057039,1.47977,0.4639345,0.09941994,1.419015,0.7158419,0.05607198,1.399098,-0.1759377,0.08305953,1.480998,-0.4606245,0.1202456,1.422031,-0.7161649,0.080633,1.376892
0.01760471,-0.1367119,0.07240389,1.001491,-0.1552865,0.1003121,0.5267401,-0.1787358,0.1847756,0.08128998,-0.2024452,0.02833096,0.04506259,0.1201042,0.06855954,0.9676556,0.1400072,0.07079993,0.4979123,0.1689486,0.1710216,0.03579685,0.1940123,0.02038107,0.02571195,0.01407583,0.06219287,1.491377,-0.0002416181,0.01907287,1.604746,0.1871818,0.1005019,1.49261,0.4793158,0.1166856,1.42344,0.7170569,0.05261131,1.404547,-0.1716435,0.09504222,1.489184,-0.4556392,0.1247258,1.421471,-0.7012681,0.08764513,1.373663
0.03855516,-0.1262438,0.06380407,1.003168,-0.1587445,0.09325526,0.5356499,-0.1907426,0.176358,0.06459075,-0.2128403,0.02799923,0.04530085,0.1087528,0.04757895,0.9741197,0.1462903,0.0702005,0.5015758,0.1754985,0.1667938,0.0390407,0.1937761,0.009160734,0.02896879,0.01632571,0.06422938,1.495437,0.007867606,0.02383989,1.603657,0.1865953,0.100178,1.473632,0.4725485,0.1097531,1.421407,0.7124128,0.0553201,1.417543,-0.174254,0.08992492,1.469916,-0.4597137,0.1205454,1.413002,-0.7095475,0.08238648,1.387215
0.05785227,-0.1295802,0.06736551,1.003369,-0.1551295,0.09058975,0.5328619,-0.1749492,0.1775947,0.07022797,-0.2109978,0.03022412,0.0442052,0.1194393,0.05701459,0.970965,0.1415511,0.0657186,0.5066284,0.1790351,0.1759331,0.04783904,0.1934704,0.006882313,0.02808413,0.01255018,0.06413657,1.497256,0.004778907,0.0249953,1.61494,0.1798112,0.09135205,1.480362,0.4765002,0.1103731,1.416388,0.7174066,0.04976101,1.389626,-0.1814501,0.07994479,1.484982,-0.4600845,0.112896,1.404926,-0.7202293,0.08975055,1.381349
0.07450613,-0.1251477,0.07622428,0.9965417,-0.1535622,0.09132356,0.5308778,-0.1744304,0.1813111,0.07583287,-0.2016653,0.043062,0.05182623,0.1277818,0.05630407,0.9678302,0.149544,0.08236244,0.4989758,0.1784548,0.1606054,0.04246817,0.1934274,0.006911313,0.02697431,-0.00640571,0.06946037,1.490805,0.006354417,0.0283913,1.612951,0.1864245,0.101654,1.475964,0.4646795,0.1178394,1.429071,0.714114,0.05761205,1.410024,-0.1804646,0.09550121,1.480622,-0.4600911,0.1253083,1.402903,-0.7116464,0.08912731,1.38421
0.1033666,-0.1164979,0.06650307,1.004944,-0.149525,0.09130596,0.5426447,-0.1682281,0.1800594,0.072431,-0.210706,0.03303238,0.03772879,0.1138456,0.05344728,0.9737684,0.1490282,0.07397494,0.4949537,0.1719684,0.1691544,0.04568265,0.1961794,0.009247642,0.03275992,0.00595848,0.07557664,1.497771,-0.01084852,0.01770703,1.61021,0.194883,0.104312,1.482954,0.4762567,0.1144395,1.424156,0.7173241,0.04997858,1.40808,-0.1783289,0.0898446,1.482172,-0.4553205,0.1207713,1.410437,-0.708899,0.08292018,1.389808
0.1270305,-0.1272693,0.07319453,0.9928232,-0.1594309,0.1046331,0.5288328,-0.1712642,0.1781094,0.07718064,-0.1955135,0.03677299,0.04696494,0.1297143,0.0668761,0.9726386,0.1358494,0.08462987,0.5022649,0.1746633,0.1629431,0.03519086,0.1954082,0.01636123,0.03144085,-0.001636369,0.06573544,1.498717,0.009592452,0.02529691,1.601199,0.1791496,0.09701981,1.483331,0.4726429,0.1187084,1.429005,0.7207953,0.05091705,1.412519,-0.1760686,0.07748055,1.484131,-0.4663105,0.127404,1.414737,-0.6973868,0.09067427,1.379869
0.1423135,-0.1276186,0.08676933,1.000313,-0.1534821,0.09785485,0.5346831,-0.1766514,0.175663,0.06463497,-0.2045001,0.02754094,0.03743367,0.1217787,0.0525514,0.9718568,0.1479641,0.07261811,0.5032556,0.1688678,0.1679904,0.03581978,0.1925907,0.002219294,0.02886778,-0.0001514037,0.07158669,1.495128,0.0142132,0.01858012,1.600116,0.1854877,0.09880225,1.482838,0.4721241,0.109814,1.421985,0.7064859,0.05829101,1.406937,-0.1728292,0.08890801,1.479443,-0.4693557,0.1145089,1.408392,-0.7058498,0.09335781,1.384128
0.1591378,-0.1352449,0.07851069,1.00416,-0.1557,0.1090185,0.5307928,-0.1870197,0.1846513,0.066145,-0.1948801,0.02250016,0.03499467,0.1198644,0.05409157,0.9693797,0.1557981,0.08217408,0.5049909,0.1697051,0.1644374,0.05302356,0.1950427,0.02106452,0.01629889,0.008541756,0.06911724,1.494528,-0.002458602,0.0321751,1.608176,0.1860801,0.09175932,1.478306,0.4762217,0.1229501,1.41338,0.7095156,0.0543318,1.405404,-0.1727461,0.09871088,1.486351,-0.4631286,0.1174504,1.420696,-0.7106194,0.08704709,1.387998
0.1797658,-0.127434,0.08539694,1.007611,-0.1600182,0.1082075,0.5267036,-0.1684309,0.1793569,0.07602564,-0.2087182,0.03866547,0.04991295,0.1170781,0.05797915,0.9814342,0.148131,0.07998639,0.498125,0.1697548,0.1598273,0.04371335,0.1914341,0.008595357,0.03001535,0.014178,0.06820345,1.491821,0.001830279,0.02540621,1.60101,0.190162,0.0930704,1.482602,0.4734222,0.1202161,1.427477,0.7156655,0.05330213,1.415741,-0.1629307,0.1039144,1.476855,-0.462505,0.1145759,1.414228,-0.7060314,0.08627364,1.388171
0.1936045,-0.1303721,0.0780069,1.003374,-0.1595407,0.0907242,0.5285326,-0.1897517,0.1693418,0.07720228,-0.2032634,0.02759597,0.02973091,0.1217509,0.05537815,0.9784889,0.131805,0.07477557,0.506027,0.1747043,0.1604659,0.04260045,0.1905162,0.01443793,0.02750804,0.007720821,0.0773345,1.492093,-0.002627444,0.02840863,1.598337,0.1813043,0.1055328,1.48152,0.4771722,0.1160204,1.426533,0.7108452,0.05559563,1.413654,-0.1746914,0.09803142,1.480061,-0.4596011,0.1143117,1.408601,-0.7084416,0.09026566,1.382966
0.2128579,-0.1305529,0.07303495,1.011537,-0.151099,0.1078804,0.5287206,-0.1848071,0.1892188,0.07418312,-0.2041807,0.02439008,0.03275471,0.1177158,0.06105424,0.9777346,0.1369298,0.07842678,0.497981,0.1707042,0.1648254,0.0388331,0.1952685,0.0156108,0.0345058,0.00934806,0.06907118,1.482196,0.001311243,0.037213,1.601239,0.1845013,0.1011615,1.488153,0.4778348,0.1245104,1.424353,0.7079064,0.05637122,1.394143,-0.1754076,0.09126908,1.489043,-0.4630054,0.1237175,1.418844,-0.711143,0.08297554,1.398347
0.243531,-0.1289476,0.0798847,0.9972714,-0.1613926,0.1080408,0.5319973,-0.1648644,0.1776315,0.0776532,-0.1996924,0.02595855,0.03307544,0.114863,0.06626681,0.9660456,0.1463954,0.06967964,0.5032009,0.1757197,0.1700095,0.04479826,0.1827429,0.0139905,0.03633187,0.01196831,0.07484822,1.495374,0.001601264,0.02947847,1.61349,0.1815487,0.1001568,1.47492,0.477824,0.119089,1.422327,0.7107317,0.05827896,1.409821,-0.1740865,0.08412508,1.489025,-0.4693481,0.1247349,1.405732,-0.7071552,0.08753382,1.382812
0.2562732,-0.1189593,0.0804249,1.004067,-0.1467654,0.09723032,0.5321186,-0.1752886,0.182515,0.08720843,-0.2044451,0.02874976,0.04822599,0.121706,0.0683329,0.9658229,0.1467743,0.07559185,0.4998127,0.1879908,0.1702501,0.04012604,0.1939528,0.02191786,0.03183636,0.002783735,0.07049464,1.498201,0.01582441,0.01756003,1.604282,0.1916339,0.09940933,1.478918,0.4810307,0.1210648,1.430017,0.7128468,0.0478994,1.415151,-0.1774911,0.09775753,1.473769,-0.4626737,0.1261309,1.410948,-0.7120095,0.07791406,1.379965
0.2802595,-0.1235337,0.07402628,1.004383,-0.1541247,0.09674496,0.5413207,-0.1808699,0.1773288,0.07586642,-0.2069006,0.0248342,0.03522433,0.1209003,0.06371956,0.9711593,0.150201,0.07401414,0.5042226,0.1700806,0.1669611,0.03661975,0.1872781,0.01901399,0.02927408,0.006387681,0.08277733,1.492718,0.009212004,0.03043258,1.614296,0.1869687,0.1081369,1.475025,0.4753574,0.1138337,1.438329,0.7148294,0.05474686,1.412387,-0.1744609,0.08840985,1.482613,-0.4526882,0.1213906,1.4241,-0.7095844,0.08262535,1.382803
0.2912535,-0.1183923,0.08787678,1.004764,-0.1531971,0.09589639,0.5381684,-0.1770382,0.1849351,0.07813465,-0.2029404,0.0266708,0.05015354,0.1196928,0.06596094,0.9726633,0.1451927,0.07288477,0.50243,0.1860449,0.1614977,0.04166186,0.187417,0.006985803,0.03344275,0.01629801,0.08653944,1.498658,0.001333592,0.0362883,1.605618,0.1874378,0.09787292,1.476076,0.4811595,0.1146845,1.429858,0.7278227,0.04348619,1.417671,-0.1786713,0.09994435,1.48381,-0.4662072,0.1235001,1.405565,-0.7155369,0.08282487,1.386773
0.3251502,-0.1264063,0.08440449,1.000754,-0.1404635,0.1082266,0.5382451,-0.1824964,0.1760351,0.06809752,-0.2050975,0.0305333,0.04419191,0.1248651,0.07183659,0.9704917,0.1535255,0.08520994,0.4991514,0.173395,0.1609201,0.04152101,0.1863207,0.009561726,0.0234126,0.003514721,0.0735516,1.494999,0.0002486881,0.03125815,1.615401,0.1929545,0.1033071,1.477015,0.477338,0.1191756,1.424232,0.7217713,0.05053691,1.414927,-0.1717351,0.1014301,1.489357,-0.4643096,0.1231073,1.420852,-0.7061653,0.07917403,1.398393
0.354551,-0.1281866,0.07352434,0.99968,-0.1481594,0.09867612,0.5274156,-0.1771255,0.1772257,0.05839443,-0.204151,0.02463584,0.03905848,0.1221701,0.066564,0.9708867,0.143018,0.069717,0.497262,0.1918691,0.1679782,0.04135945,0.1866792,0.01630258,0.03931361,0.01510233,0.08219564,1.497307,0.002164884,0.02825829,1.606761,0.1835239,0.1086332,1.479494,0.4799169,0.1240995,1.43017,0.7161584,0.04858179,1.415628,-0.1703289,0.0994034,1.475362,-0.4646948,0.1158143,1.416665,-0.7218941,0.07486147,1.387129
0.3647618,-0.1249069,0.08195332,1.003306,-0.1473978,0.1020421,0.527852,-0.1790356,0.1841285,0.07317898,-0.2102363,0.0306918,0.03889671,0.1273922,0.06555616,0.9790844,0.1591474,0.08291382,0.5033944,0.1834009,0.1718116,0.0419311,0.200742,0.01620812,0.02915848,-0.001395011,0.06880174,1.506706,-0.007711291,0.02508151,1.617243,0.1830263,0.103085,1.485374,0.4716555,0.1154477,1.422716,0.7324142,0.04889087,1.413512,-0.1767336,0.09327457,1.48268,-0.4704801,0.1179634,1.413083,-0.6906046,0.0771023,1.388172
0.3796225,-0.1234645,0.07241293,0.9961338,-0.1490232,0.09600175,0.528075,-0.1835491,0.1774779,0.05897814,-0.2140992,0.02739065,0.03817016,0.1245186,0.06198962,0.9786977,0.1389638,0.07449692,0.5019667,0.1786205,0.1721694,0.04743674,0.1855897,0.006327909,0.03517132,0.01047846,0.07525985,1.477782,-0.001940576,0.03164726,1.610322,0.1787634,0.1116398,1.474277,0.4673693,0.1061444,1.428257,0.7150987,0.05320106,1.410304,-0.1741385,0.107006,1.470891,-0.4634262,0.1252425,1.405444,-0.7076063,0.08604065,1.390384
0.4010546,-0.1160045,0.08275303,1.006489,-0.1581632,0.09064849,0.5229446,-0.1852609,0.1927424,0.0701253,-0.2026848,0.0160307,0.04505027,0.127644,0.06595687,0.9752371,0.1432,0.07142548,0.5008357,0.1711848,0.1764677,0.03788589,0.1899333,0.01643606,0.02524688,0.007155475,0.08089615,1.490316,-0.007637738,0.02214357,1.603975,0.1979877,0.1075818,1.480796,0.4756011,0.1064797,1.42537,0.7084189,0.05050799,1.401835,-0.175078,0.09290929,1.476291,-0.4607897,0.1313639,1.407896,-0.7041535,0.09420093,1.38858
0.4065111,-0.1269005,0.07174911,1.001298,-0.1510193,0.1082731,0.5324865,-0.174867,0.1850022,0.07314657,-0.209291,0.03155606,0.04135557,0.1254728,0.06820774,0.977863,0.1412644,0.07242888,0.499104,0.1776062,0.1622245,0.05439718,0.1820094,0.004582427,0.03873738,0.003556899,0.07716799,1.504216,0.01018074,0.02715724,1.609663,0.1833327,0.1013548,1.488317,0.470523,0.122724,1.423862,0.7074708,0.05102654,1.392804,-0.1675552,0.09408226,1.475222,-0.463966,0.1222468,1.399992,-0.7140394,0.07907435,1.379482
0.4452748,-0.1191945,0.07914132,1.010017,-0.1544217,0.08569147,0.5414647,-0.1876543,0.172476,0.06801817,-0.2061353,0.03939649,0.04724523,0.12363,0.06241554,0.9620329,0.1508854,0.07506502,0.4920823,0.1771276,0.1714641,0.04371585,0.1942428,0.0106184,0.03020821,0.004507711,0.06795346,1.480413,-5.662681e-05,0.02717827,1.599926,0.1834226,0.09561013,1.484021,0.472738,0.1144978,1.414779,0.7111347,0.05225665,1.395201,-0.179685,0.09435277,1.482377,-0.4508197,0.1273265,1.402137,-0.7034451,0.0810893,1.367418
0.453487,-0.1221273,0.07132331,1.01287,-0.1470833,0.1022913,0.5419394,-0.1763558,0.1802284,0.06187501,-0.2073632,0.02961009,0.04494558,0.1234248,0.06633075,0.9819857,0.1627353,0.07009173,0.4985789,0.164761,0.1698782,0.04689253,0.186716,0.004506115,0.03770095,-3.379067e-05,0.07871419,1.4925,0.006830944,0.03180704,1.603466,0.1818851,0.1130049,1.488233,0.4731911,0.1127524,1.401174,0.7065368,0.0347059,1.383993,-0.1725184,0.1010332,1.474776,-0.4626617,0.119626,1.40002,-0.7189513,0.07065653,1.368187
0.4795367,-0.1225053,0.08451325,1.002924,-0.1583968,0.09353489,0.5383847,-0.1835159,0.1805229,0.06936879,-0.1954711,0.03521141,0.03761414,0.13513,0.07587615,0.9729627,0.144543,0.07637341,0.5004382,0.1728966,0.1642045,0.0486059,0.1990878,0.000972976,0.03784193,0.002098052,0.07842514,1.494417,0.006586787,0.03428729,1.606447,0.1935392,0.1142758,1.475014,0.4718957,0.1193351,1.396739,0.706638,0.03321283,1.373325,-0.1783148,0.09547099,1.479821,-0.4588749,0.1235758,1.390399,-0.7045671,0.07777435,1.34956
0.4964664,-0.1286244,0.07672229,1.005191,-0.1533573,0.105838,0.5361788,-0.1830616,0.1933657,0.07731715,-0.1987956,0.02948403,0.03730099,0.1228,0.06595451,0.972824,0.1546492,0.07088518,0.4887074,0.1750629,0.1689256,0.04444779,0.1949083,0.01165689,0.02992269,0.005949427,0.09116624,1.50031,-0.002329863,0.02464054,1.609543,0.1780646,0.1124228,1.476977,0.4652498,0.1172155,1.384105,0.7044892,0.04019212,1.357121,-0.1693532,0.09629193,1.46214,-0.4641112,0.1250674,1.365868,-0.6914216,0.05572622,1.335781
0.5163067,-0.1295549,0.08319639,1.006265,-0.1463992,0.09780201,0.5479282,-0.1862192,0.1801084,0.0743995,-0.2015876,0.03248202,0.03994952,0.1244701,0.07633995,0.9759831,0.1482525,0.06869712,0.5048739,0.176832,0.1805021,0.03417234,0.1913159,0.009283235,0.03111202,0.00479521,0.07901409,1.49187,-0.007562445,0.02259106,1.603536,0.1836127,0.1090967,1.481278,0.4553207,0.1115986,1.379876,0.7014171,0.03392615,1.329937,-0.1674056,0.09963382,1.477422,-0.4480467,0.1260871,1.367925,-0.6947888,0.06203898,1.32087
