,time,RHip:X,RHip:Y,RHip:Z,RKnee:X,RKnee:Y,RKnee:Z,RAnkle:X,RAnkle:Y,RAnkle:Z,RFoot:X,RFoot:Y,RFoot:Z,LHip:X,LHip:Y,LHip:Z,LKnee:X,LKnee:Y,LKnee:Z,LAnkle:X,LAnkle:Y,LAnkle:Z,LFoot:X,LFoot:Y,LFoot:Z,Neck:X,Neck:Y,Neck:Z,Head:X,Head:Y,Head:Z,LShoulder:X,LShoulder:Y,LShoulder:Z,LElbow:X,LElbow:Y,LElbow:Z,LWrist:X,LWrist:Y,LWrist:Z,RShoulder:X,RShoulder:Y,RShoulder:Z,RElbow:X,RElbow:Y,RElbow:Z,RWrist:X,RWrist:Y,RWrist:Z
2,-0.1006982,-0.128963,0.06913839,0.999941,-0.1474937,0.09996869,0.5324765,0.09070569,0.1733453,0.07015055,-0.2107534,0.03113978,0.04038815,0.1232135,0.07400668,0.9823331,0.3191347,0.06626874,0.7286216,0.1810402,0.1690498,0.04573975,0.196958,-0.01825887,-0.3321025,0.4099824,0.07460603,1.499652,0.003886597,0.01809385,1.604519,0.1925053,0.09584874,1.485817,0.3207355,0.1157401,1.420609,0.7248191,0.0441995,1.394494,-0.1834096,0.09065355,1.482301,-0.4590288,0.1271351,1.411478,-0.7051777,0.03786228,1.797493
0,-0.005320072,-0.1310474,0.069035958,1.0074282,-0.14704274,0.106303418,0.58805906,0.02411518644743643,0.17432624570030628,0.0688846810087001,-0.20056308,0.031602948,0.040441029999999996,0.11929677999999999,0.061485135999999996,0.9667686999999999,0.2703179021749001,0.06932505816787028,0.6628350619950383,0.17772732,0.16256212,0.048512014000000006,0.1985893483919766,-0.013098503961767236,-0.2555682464156954,0.3367243814818359,0.07347147872846874,1.4951113163386265,-0.07838352345462478,0.018648261715038764,1.6066938008804952,0.2408743025508393,0.09610210547491706,1.4858994623666872,0.27661998,0.11509449999999999,1.4270505999999998,0.72217214,0.052971036,1.4012852,-0.18811319999999998,0.083689686,1.4761465999999999,-0.461280321795973,0.05699732790835437,1.4415820633997256,-0.7372491274301064,0.042614875591474866,1.7440444103982542
1,0.01605675,-0.2093102851368214,0.06964315496163014,1.0251201613022105,-0.15352092709406467,0.05554314234026761,0.5398103594690614,-0.06581727170622188,0.1775205010362417,0.0718612784569311,-0.207006776,0.0339945016,0.040784494000000004,0.12220388680981434,0.06140497944029532,1.0387452628391949,0.2572764606315165,0.06987431241216423,0.6817021787937053,0.17782894665695856,0.0794585965907805,0.048394591731237585,0.1982046258209981,0.04245617425121605,-0.1915193776619682,0.2751748177886119,0.0723190426537418,1.4505971234480743,-0.14442132370666702,0.018774087420244983,1.6070578178570316,0.19769662051016784,0.10838018109498342,1.4864590924733374,0.31989510733516135,0.11567533577311197,1.4281425154346836,0.7852389271357338,0.05355469238920083,1.401886920765324,-0.2331104,0.0920439052,1.47892052,-0.4600942243591946,0.09760450558167089,1.4124196126799453,-0.7333102902748482,0.05424656800623116,1.657828745045769
10,0.03082936,-0.29053832387733175,0.07732266319694867,1.0184430177952293,-0.15437010400364606,0.007719829127622806,0.5299815814799888,-0.005559269541244374,0.18294882020724834,0.07817409569138621,-0.20826795736315418,0.09464420358406883,0.04077974020687421,0.12275888637574589,0.06147708855300446,1.075239304182598,0.2183566692197076,0.018940545692435768,0.6207687666489172,0.17275530933139172,0.1441678793181561,0.04608641434624752,0.19653765950337124,0.0398184391931919,-0.12432141413256241,0.19091092119028022,0.07391690794533104,1.4267632091128166,-0.10784860068963784,0.01990040542330937,1.6082929547804476,0.18635492410203358,0.10467523621899667,1.5381278184946674,0.40680153931541424,0.11371916686771946,1.4306569004430871,0.8516319095833873,0.05324856898756747,1.402708729346726,-0.18459063999999997,0.09523295704000001,1.476144104,-0.4601636067972416,0.1061020390926078,1.449074029636296,-0.7244359015718138,0.06753458715489397,1.5698283407095994
3,0.06124766,-0.24507185172274085,0.07665512094406109,1.011866676905215,-0.1614279408007292,0.07749840582552457,0.5363806362959977,-0.059673048034705606,0.18317469553179605,0.0777619702539585,-0.20828535438069856,0.09278266691186564,0.11319692269228092,0.12360629746705065,0.08646020856195634,1.140282166103576,0.15419081842306384,0.022530813096743756,0.5852678329277481,0.17882114186627834,0.16336437586363123,0.0490122188692495,0.19516979767751297,0.029010742524011875,-0.061492501458319734,0.12868967271718268,0.07389451982463302,1.4282138095879677,-0.14353630595953032,0.019073841302629506,1.608565973512517,0.15950690360378444,0.18677787068583637,1.515189386826315,0.45897494786308285,0.11134359337354391,1.4276825800886175,0.7749471129651033,0.0503193495699681,1.4027443368350438,-0.17539419309354165,0.15958789814750154,1.4768725023219331,-0.4577814413594483,0.11814064781852156,1.4210028059272592,-0.7166646229675502,0.06962169087446367,1.491473638748603
6,0.1265323,-0.22553398758447274,0.10999635838828288,1.0098043112333457,-0.15939469961134167,0.09011857396184145,0.5421988282468275,-0.11353263293458919,0.18253875759580368,0.050032509177939805,-0.21153630250239186,0.023295519607221964,0.07980992023128465,0.1236484493281017,0.07906567570306744,1.0870541863080199,0.1749167336167421,0.02509772020296579,0.5753026805019386,0.23611824980255636,0.1681964194811503,0.04677771544956276,0.19235396343975833,-0.0045454447525060185,-0.019458261041974224,0.06077788427295493,0.07085074875056246,1.4637920621128009,-0.10992694625124563,0.019840840375206316,1.5959067870427464,0.17834498072075688,0.12374069413716728,1.5269466773652631,0.4690817095726166,0.11171655867470878,1.4246301160177235,0.7500642073944133,0.038015180567053455,1.429555295493013,-0.17187348270036024,0.08757985440880385,1.4754582429179686,-0.4437058980657826,0.04450319728142392,1.4181249183368538,-0.7034186845935101,0.08026477017489274,1.4027403277497206
13,0.159914,-0.15066175751689453,0.08636315167765657,0.9848152622466692,-0.16693549210709596,0.16217771469166226,0.5295849150914057,-0.08483505609879473,0.17737602452550427,0.03289305249912127,-0.13197990050047836,0.029272527921444393,0.048793672046256925,0.08351616009783923,0.07414033384276789,1.057815984314831,0.1538196667233484,0.06583262404059316,0.5146359761003877,0.19221060996051126,0.17073800389623006,0.042551671089912556,0.18925519268795166,0.005770994249498797,0.025648539791605154,0.021546024854590985,0.07118362175011249,1.4844816124225602,-0.08648206869953827,0.020693049312053464,1.563104925689564,0.18427979226825733,0.15525087680707716,1.478642780894655,0.4825205819145233,0.02247401797494175,1.4206340232035446,0.7346578517199105,0.035925720873740186,1.4703985303171327,-0.17375265580118404,0.0784146313534478,1.5496175881542027,-0.42722666476542703,0.10338011585214599,1.4290171768747637,-0.703724216918702,0.08124692203497855,1.388079265549944
8,0.168197,-0.1228485915033789,0.07349407033553132,0.9989542524493338,-0.1597441209432029,0.10807697471316466,0.5372564733516826,-0.16782147237658412,0.163032442487386,0.041759848345446555,-0.1856384601000957,0.03602605758428888,0.046698438409251385,0.07947219372601037,0.07210715361580029,1.0143016126630995,0.14380513502167092,-0.010674866617749645,0.5037021789139507,0.17765678865168993,0.16068170118154249,0.07095853727992339,0.18498551853759032,0.01404801484989976,0.03802193195832103,0.013120184046579213,0.10474386308185335,1.4897444634122636,-0.015769239339907648,0.021080433862410694,1.6028177851379128,0.21552251410921858,0.1580311450337999,1.4693834465574531,0.4768380363829046,0.09039616359498837,1.4237972046407088,0.7281075703439821,0.048493688174748036,1.4201757060634268,-0.23376492783089364,0.053135358978266684,1.5442543322707976,-0.4653947059596991,0.1359408265387422,1.4071110843894639,-0.6699323136718903,0.08100206146127648,1.3855691692482548
9,0.173312,-0.12590563830067578,0.07426160606710626,0.9966402104898668,-0.1554056465212216,0.08975679093795813,0.5333494032429138,-0.17325416701555688,0.1885479056436614,0.046685563429461466,-0.1577863496666744,0.036579547640190516,0.04580936835391724,0.07782839074520208,0.06827590272316006,0.9778932825326199,0.15094006700433418,0.058037010676450076,0.5016312357827901,0.16995036193912452,0.1657675867607981,0.13446084415945345,0.19028102370751807,0.015811218969979952,0.027570570391664204,-0.04488971204113826,0.10171757651501674,1.492498078230437,-0.002125357467981529,0.03134277477248214,1.6036459570275825,0.1599198628218437,0.11023062100675998,1.4760470893114908,0.47377776727658094,0.10606339271899767,1.4225074409281417,0.7243877540687965,0.05446064163494961,1.4024255412126854,-0.18329042556617872,0.08727876779565334,1.4880468664541593,-0.4454683899960362,0.14380065036249373,1.4095436625527693,-0.7084019827343779,0.0817459082922553,1.3914050338496509
5,0.2653513,-0.12727797417960224,0.07385852410040153,1.0399934004749856,-0.15311319908867016,0.09511215241823949,0.5732110114012978,-0.18026875340311138,0.2432417411287323,0.0710007846858923,-0.1991392699333349,0.0335024535280381,0.03314650567078345,0.11103031814904041,0.06409506854463201,0.969733376506524,0.14600153340086683,0.07090930613529002,0.500454007156558,0.1739819923878249,0.16948903735215964,0.1950117688318907,0.19531588474150363,-0.04506942020600402,0.03519973007833284,0.0005390175917723509,0.06820557130300334,1.4904564156460873,0.03454801456716486,0.03203638932681335,1.577244736605769,0.18359397256436877,0.103908124201352,1.4812302178622982,0.4951045931087954,0.1314389535791751,1.4222831883171956,0.7139387508137593,0.01308018752698992,1.409781108242537,-0.23438139505205322,0.09238140424155854,1.4785495357005458,-0.4957903550697471,0.1344733729260276,1.3976956557757676,-0.7037729565468755,0.09140350165845107,1.38796580676993
